,ToZone,Trips,Hour
2033,100557,516.07378,h22
2034,100558,549.873819,h22
2035,100559,320.730417,h22
2036,100560,24.280226,h22
2037,100561,47.418599,h22
2038,100562,107.845453,h22
2039,100563,775.535915,h22
2040,100564,3.432303,h22
2041,100565,877.575094,h22
2042,100566,394.18721,h22
2043,100569,134.94235,h22
2044,100570,94.134327,h22
2045,100571,19.052705,h22
2046,100572,139.398691,h22
2047,100573,338.200865,h22
2048,100574,471.450095,h22
2049,100575,594.351462,h22
2050,100576,107.288024,h22
2051,100577,128.702042,h22
2052,100578,486.308058,h22
2053,100579,94.72417,h22
2054,100580,609.892066,h22
2055,100581,747.860976,h22
2056,100582,314.257768,h22
2057,100583,64.157683,h22
2058,100584,508.159564,h22
2059,100585,13.397488,h22
2060,100586,215.479038,h22
2061,100587,327.045811,h22
2062,100598,722.922151,h22
2063,100667,355.686154,h22
2064,100668,118.491756,h22
2065,100669,232.549509,h22
2066,100793,99.768161,h22
2067,100799,326.45894,h22
2068,101258,218.181677,h22
2069,101260,586.598195,h22
2070,100439,397.595544,h23
2071,100505,240.970639,h23
2072,100506,165.032661,h23
2073,100507,34.76969,h23
2074,100508,345.337277,h23
2075,100509,739.351813,h23
2076,100510,209.69284,h23
2077,100511,218.302537,h23
2078,100512,221.336462,h23
2079,100513,127.314744,h23
2080,100514,468.727332,h23
2081,100515,261.352572,h23
2082,100516,294.842484,h23
2083,100517,490.524638,h23
2084,100518,772.537488,h23
2085,100519,129.540624,h23
2086,100520,217.3838,h23
2087,100521,229.632879,h23
2088,100522,613.576136,h23
2089,100523,240.570651,h23
2090,100524,140.514582,h23
2091,100525,243.262238,h23
2092,100526,356.936688,h23
2093,100527,382.104611,h23
2094,100528,345.38764,h23
2095,100529,208.114395,h23
2096,100530,327.091934,h23
2097,100531,229.561626,h23
2098,100532,194.047426,h23
2099,100533,276.36755,h23
2100,100534,333.607507,h23
2101,100535,499.699905,h23
2102,100536,371.283825,h23
2103,100537,39.58464,h23
2104,100538,492.627798,h23
2105,100539,455.833039,h23
2106,100540,144.236018,h23
2107,100541,361.763168,h23
2108,100542,47.520549,h23
2109,100543,107.307433,h23
2110,100544,449.735913,h23
2111,100545,623.066478,h23
2112,100546,152.85946,h23
2113,100547,427.706019,h23
2114,100548,572.63301,h23
2115,100549,187.335239,h23
2116,100550,87.951009,h23
2117,100551,17.411818,h23
2118,100552,24.375504,h23
2119,100553,40.384715,h23
2120,100554,157.873875,h23
2121,100555,275.463747,h23
2122,100556,18.837366,h23
2123,100557,366.271021,h23
2124,100558,381.707783,h23
2125,100559,215.179739,h23
2126,100560,19.736047,h23
2127,100561,32.387775,h23
2128,100562,52.836795,h23
2129,100563,542.868737,h23
2130,100564,2.429547,h23
2131,100565,654.039045,h23
2132,100566,259.44357,h23
2133,100569,95.95549,h23
2134,100570,83.068528,h23
2135,100571,12.653639,h23
2136,100572,148.958794,h23
2137,100573,258.493063,h23
2138,100574,349.677484,h23
2139,100575,436.17763,h23
2140,100576,76.835827,h23
2141,100577,82.337235,h23
2142,100578,338.013526,h23
2143,100579,67.673551,h23
2144,100580,990.98324,h23
2145,100581,539.713183,h23
2146,100582,215.374627,h23
2147,100583,45.315841,h23
2148,100584,324.86402,h23
2149,100585,13.079665,h23
2150,100586,192.128334,h23
2151,100587,243.543623,h23
2152,100598,543.06936,h23
2153,100667,270.114553,h23
2154,100668,85.426134,h23
2155,100669,124.378378,h23
2156,100793,68.030044,h23
2157,100799,348.87965,h23
2158,101258,136.201079,h23
2159,101260,396.232371,h23
